"Date","Brazilian Reals to One U.S. Dollar","Chinese Yuan to One U.S. Dollar","Hong Kong Dollars to One U.S. Dollar","Indian Rupees to One U.S. Dollar","Japanese Yen to One U.S. Dollar","Singapore Dollars to One U.S. Dollar","Swedish Kronor to One U.S. Dollar","Thai Baht to One U.S. Dollar"
"1974-09-04",,,,8.13,302.75,,4.486,
"1974-09-05",,,,8.13,302.57,,4.501,
"1974-09-06",,,,8.13,302.66,,4.486,
"1974-09-09",,,,8.13,302.48,,4.498,
"1974-09-10",,,,8.13,302.75,,4.488,
"1974-09-11",,,,8.13,302.11,,4.49,
"1974-09-12",,,,8.13,301.2,,4.492,
"1974-09-13",,,,8.12,299.58,,4.482,
"1974-09-16",,,,8.12,299.4,,4.476,
"1974-09-17",,,,8.12,296.12,,4.464,
"1974-09-18",,,,8.12,296.03,,4.458,
"1974-09-19",,,,8.12,296.82,,4.466,
"1974-09-20",,,,8.12,295.86,,4.472,
"1974-09-23",,,,8.12,295.86,,4.464,
"1974-09-24",,,,8.12,294.81,,4.464,
"1974-09-25",,,,8.12,296.21,,4.472,
"1974-09-26",,,,8.12,296.74,,4.472,
"1974-09-27",,,,8.12,296.74,,4.47,
"1974-09-30",,,,8.06,298.33,,4.464,
"1974-10-01",,,,8.06,298.15,,4.446,
"1974-10-02",,,,8.03,297.97,,4.448,
"1974-10-03",,,,8.03,299.04,,4.427,
"1974-10-04",,,,8.03,299.04,,4.398,
"1974-10-07",,,,8.06,300.03,,4.401,
"1974-10-08",,,,8.06,299.76,,4.401,
"1974-10-09",,,,8.06,298.69,,4.378,
"1974-10-10",,,,8.06,298.77,,4.409,
"1974-10-11",,,,8.03,299.13,,4.411,
"1974-10-15",,,,8.03,299.13,,4.394,
"1974-10-16",,,,8.03,299.04,,4.376,
"1974-10-17",,,,8.03,298.95,,4.375,
"1974-10-18",,,,8.06,299.31,,4.378,
"1974-10-21",,,,8.06,299.67,,4.394,
"1974-10-22",,,,8.06,299.94,,4.396,
"1974-10-23",,,,8.06,299.67,,4.373,
"1974-10-24",,,,8.06,299.94,,4.375,
"1974-10-25",,,,8.06,299.85,,4.376,
"1974-10-28",,,,8.06,300.12,,4.382,
"1974-10-29",,,,8.06,299.94,,4.373,
"1974-10-30",,,,8.06,299.94,,4.382,
"1974-10-31",,,,8.06,299.94,,4.382,
"1974-11-01",,,,8.06,300.48,,4.371,
"1974-11-04",,,,8.06,300.48,,4.357,
"1974-11-06",,,,8.06,300.48,,4.348,
"1974-11-07",,,,8.06,299.76,,4.342,
"1974-11-08",,,,8.03,299.67,,4.354,
"1974-11-12",,,,8.03,300.3,,4.348,
"1974-11-13",,,,8.03,300.12,,4.355,
"1974-11-14",,,,8.03,300.3,,4.323,
"1974-11-15",,,,8.1,299.94,,4.31,
"1974-11-18",,,,8.1,299.67,,4.225,
"1974-11-19",,,,8.1,299.94,,4.281,
"1974-11-20",,,,8.1,299.94,,4.32,
"1974-11-21",,,,8.1,299.94,,4.348,
"1974-11-22",,,,8.06,299.85,,4.301,
"1974-11-25",,,,8.06,300.21,,4.279,
"1974-11-26",,,,8.06,300.12,,4.266,
"1974-11-27",,,,8.06,299.85,,4.285,
"1974-11-29",,,,8.06,300.3,,4.264,
"1974-12-02",,,,8.06,300.39,,4.288,
"1974-12-03",,,,8.06,300.03,,4.268,
"1974-12-04",,,,8.06,299.76,,4.25,
"1974-12-05",,,,8.06,300.03,,4.25,
"1974-12-06",,,,8.1,299.94,,4.261,
"1974-12-09",,,,8.1,299.85,,4.236,
"1974-12-10",,,,8,299.76,,4.216,
"1974-12-11",,,,8,299.76,,4.218,
"1974-12-12",,,,8,300.03,,4.211,
"1974-12-13",,,,8.13,300.03,,4.209,
"1974-12-16",,,,8.13,300.3,,4.205,
"1974-12-17",,,,8.13,300.48,,4.149,
"1974-12-18",,,,8.13,300.66,,4.16,
"1974-12-19",,,,8.13,300.84,,4.172,
"1974-12-20",,,,8.13,301.11,,4.156,
"1974-12-23",,,,8.13,301.02,,4.144,
"1974-12-24",,,,8.13,301.2,,4.136,
"1974-12-26",,,,8.13,301.11,,4.132,
"1974-12-27",,,,8.13,300.75,,4.098,
"1974-12-30",,,,8.13,300.57,,4.062,
"1974-12-31",,,,8.13,301.02,,4.077,
"1975-01-02",,,,8.13,300.66,,4.1,
"1975-01-03",,,,8.13,300.84,,4.065,
"1975-01-06",,,,8.13,301.02,,4.013,
"1975-01-07",,,,8.13,300.93,,4.036,
"1975-01-08",,,,8.13,300.75,,4.067,
"1975-01-09",,,,8.13,300.84,,4.06,
"1975-01-10",,,,8.13,300.84,,4.062,
"1975-01-13",,,,8.13,300.93,,4.065,
"1975-01-14",,,,8.13,300.93,,4.102,
"1975-01-15",,,,8.13,301.02,,4.088,
"1975-01-16",,,,8.13,300.75,,4.07,
"1975-01-17",,,,8.13,300.84,,4.068,
"1975-01-20",,,,8.13,301.02,,4.047,
"1975-01-21",,,,8.13,300.84,,4.039,
"1975-01-22",,,,8.13,300.3,,4.049,
"1975-01-23",,,,8.13,299.67,,4.015,
"1975-01-24",,,,8.13,295.33,,4,
"1975-01-27",,,,8.13,294.99,,3.939,
"1975-01-28",,,,8.13,297.44,,3.97,
"1975-01-29",,,,8.13,297.35,,4.016,
"1975-01-30",,,,8.13,297.8,,4.016,
"1975-01-31",,,,8.13,297.97,,4.015,
"1975-02-03",,,,8.13,297.44,,3.994,
"1975-02-04",,,,8.13,297.09,,4.06,
"1975-02-05",,,,8.13,297.27,,4.065,
"1975-02-06",,,,8.13,297,,4.05,
"1975-02-07",,,,7.94,295.6,,4.032,
"1975-02-10",,,,7.94,292.4,,4.01,
"1975-02-11",,,,7.94,291.63,,4.008,
"1975-02-13",,,,7.94,292.83,,3.992,
"1975-02-14",,,,7.94,293.26,,3.979,
"1975-02-18",,,,7.94,293.34,,3.97,
"1975-02-19",,,,7.94,291.55,,3.971,
"1975-02-20",,,,7.94,291.12,,3.948,
"1975-02-21",,,,7.94,289.52,,3.946,
"1975-02-24",,,,7.94,285.88,,3.919,
"1975-02-25",,,,7.94,285.96,,3.919,
"1975-02-26",,,,7.94,285.63,,3.919,
"1975-02-27",,,,7.94,285.88,,3.905,
"1975-02-28",,,,7.75,286.45,,3.899,
"1975-03-03",,,,7.75,285.39,,3.867,
"1975-03-04",,,,7.75,284.66,,3.89,
"1975-03-05",,,,7.75,285.23,,3.903,
"1975-03-06",,,,7.75,285.71,,3.897,
"1975-03-07",,,,7.75,285.96,,3.932,
"1975-03-10",,,,7.75,286.21,,3.953,
"1975-03-11",,,,7.75,286.12,,3.92,
"1975-03-12",,,,7.75,287.27,,3.937,
"1975-03-13",,,,7.75,288.85,,3.945,
"1975-03-14",,,,7.75,288.1,,3.953,
"1975-03-17",,,,7.75,286.53,,3.932,
"1975-03-18",,,,7.75,287.19,,3.914,
"1975-03-19",,,,7.75,288.18,,3.9,
"1975-03-20",,,,7.75,287.19,,3.925,
"1975-03-21",,,,7.75,287.44,,3.925,
"1975-03-24",,,,7.75,287.77,,3.931,
"1975-03-25",,,,7.75,290.02,,3.928,
"1975-03-26",,,,7.75,290.53,,3.934,
"1975-03-27",,,,7.75,292.06,,3.951,
"1975-03-28",,,,7.75,292.48,,3.949,
"1975-03-31",,,,7.75,294.03,,3.931,
"1975-04-01",,,,7.75,290.87,,3.945,
"1975-04-02",,,,7.75,291.55,,3.923,
"1975-04-03",,,,7.75,292.31,,3.946,
"1975-04-04",,,,7.75,292.23,,3.946,
"1975-04-07",,,,7.84,291.97,,3.967,
"1975-04-08",,,,7.84,291.89,,3.965,
"1975-04-09",,,,7.84,291.89,,3.96,
"1975-04-10",,,,7.84,291.8,,4,
"1975-04-11",,,,7.84,291.12,,3.984,
"1975-04-14",,,,7.94,291.29,,4.011,
"1975-04-15",,,,7.94,290.95,,3.998,
"1975-04-16",,,,7.94,291.38,,3.986,
"1975-04-17",,,,7.94,291.72,,3.986,
"1975-04-18",,,,7.94,291.8,,3.978,
"1975-04-21",,,,7.91,292.83,,3.984,
"1975-04-22",,,,7.91,292.83,,3.984,
"1975-04-23",,,,7.91,292.74,,3.957,
"1975-04-24",,,,7.91,292.83,,3.962,
"1975-04-25",,,,7.91,293.69,,3.984,
"1975-04-28",,,,8,294.55,,3.995,
"1975-04-29",,,,8,293.86,,3.975,
"1975-04-30",,,,8,292.23,,3.97,
"1975-05-01",,,,8,292.14,,3.97,
"1975-05-02",,,,8,290.36,,3.984,
"1975-05-05",,,,8,290.44,,3.962,
"1975-05-06",,,,8.03,291.38,,3.96,
"1975-05-07",,,,8.03,291.21,,3.951,
"1975-05-08",,,,8.03,291.38,,3.922,
"1975-05-09",,,,8.03,291.46,,3.937,
"1975-05-12",,,,8.03,291.29,,3.934,
"1975-05-13",,,,8.03,291.46,,3.917,
"1975-05-14",,,,8.03,291.8,,3.917,
"1975-05-15",,,,8.03,291.63,,3.94,
"1975-05-16",,,,8.03,291.55,,3.94,
"1975-05-19",,,,8.16,291.8,,3.925,
"1975-05-20",,,,8.16,292.23,,3.937,
"1975-05-21",,,,8.16,292.06,,3.919,
"1975-05-22",,,,8.16,291.89,,3.906,
"1975-05-23",,,,8.16,291.04,,3.917,
"1975-05-27",,,,8.1,291.29,,3.912,
"1975-05-28",,,,8.1,290.7,,3.909,
"1975-05-29",,,,8.1,291.38,,3.915,
"1975-05-30",,,,8.1,291.55,,3.932,
"1975-06-02",,,,8.1,291.46,,3.928,
"1975-06-03",,,,8.1,291.04,,3.909,
"1975-06-04",,,,8.1,291.29,,3.915,
"1975-06-05",,,,8.1,292.23,,3.919,
"1975-06-06",,,,8.1,291.8,,3.915,
"1975-06-09",,,,8.1,291.8,,3.936,
"1975-06-10",,,,8.1,291.89,,3.922,
"1975-06-11",,,,8.1,291.89,,3.909,
"1975-06-12",,,,8.1,292.48,,3.902,
"1975-06-13",,,,8.1,292.65,,3.906,
"1975-06-16",,,,8.23,294.12,,3.903,
"1975-06-17",,,,8.23,293.43,,3.894,
"1975-06-18",,,,8.23,294.12,,3.911,
"1975-06-19",,,,8.23,294.12,,3.922,
"1975-06-20",,,,8.26,293.94,,3.909,
"1975-06-23",,,,8.26,294.72,,3.923,
"1975-06-24",,,,8.26,295.33,,3.923,
"1975-06-25",,,,8.26,297,,3.917,
"1975-06-26",,,,8.26,295.77,,3.922,
"1975-06-27",,,,8.4,296.03,,3.929,
"1975-06-30",,,,8.4,295.68,,3.936,
"1975-07-01",,,,8.4,295.68,,3.948,
"1975-07-02",,,,8.51,295.51,,3.984,
"1975-07-03",,,,8.47,295.42,,3.998,
"1975-07-07",,,,8.47,295.51,,4.015,
"1975-07-08",,,,8.47,295.68,,4.011,
"1975-07-09",,,,8.4,295.95,,4.002,
"1975-07-10",,,,8.4,296.12,,4.042,
"1975-07-11",,,,8.47,296.12,,4.068,
"1975-07-14",,,,8.47,295.86,,4.09,
"1975-07-15",,,,8.47,295.86,,4.098,
"1975-07-16",,,,8.47,296.03,,4.134,
"1975-07-17",,,,8.47,296.3,,4.163,
"1975-07-18",,,,8.55,296.21,,4.172,
"1975-07-21",,,,8.55,296.12,,4.193,
"1975-07-22",,,,8.55,296.47,,4.202,
"1975-07-23",,,,8.55,296.82,,4.23,
"1975-07-24",,,,8.55,297.62,,4.237,
"1975-07-25",,,,8.51,296.65,,4.225,
"1975-07-28",,,,8.51,297.8,,4.255,
"1975-07-29",,,,8.51,297.35,,4.272,
"1975-07-30",,,,8.51,297.44,,4.294,
"1975-07-31",,,,8.51,297.71,,4.292,
"1975-08-01",,,,8.62,297.89,,4.294,
"1975-08-04",,,,8.62,297.97,,4.29,
"1975-08-05",,,,8.62,297.97,,4.268,
"1975-08-06",,,,8.62,298.06,,4.303,
"1975-08-07",,,,8.62,297.97,,4.32,
"1975-08-08",,,,8.85,297.62,,4.31,
"1975-08-11",,,,8.85,297.8,,4.322,
"1975-08-12",,,,8.85,298.06,,4.327,
"1975-08-13",,,,8.85,297.97,,4.318,
"1975-08-14",,,,8.85,297.97,,4.31,
"1975-08-15",,,,8.81,297.97,,4.303,
"1975-08-18",,,,8.81,298.15,,4.301,
"1975-08-19",,,,8.81,298.06,,4.288,
"1975-08-20",,,,8.81,297.97,,4.288,
"1975-08-21",,,,8.81,297.89,,4.303,
"1975-08-22",,,,8.85,297.97,,4.303,
"1975-08-25",,,,8.85,298.06,,4.35,
"1975-08-26",,,,8.85,298.15,,4.344,
"1975-08-27",,,,8.85,297.97,,4.35,
"1975-08-28",,,,8.85,298.06,,4.361,
"1975-08-29",,,,8.93,297.97,,4.369,
"1975-09-02",,,,8.93,297.97,,4.378,
"1975-09-03",,,,8.93,297.8,,4.357,
"1975-09-04",,,,8.93,297.89,,4.375,
"1975-09-05",,,,8.77,297.97,,4.376,
"1975-09-08",,,,8.77,297.97,,4.375,
"1975-09-09",,,,8.77,298.06,,4.367,
"1975-09-10",,,,8.77,297.97,,4.38,
"1975-09-11",,,,8.77,298.06,,4.386,
"1975-09-12",,,,8.81,298.06,,4.401,
"1975-09-15",,,,8.81,298.06,,4.413,
"1975-09-16",,,,8.81,298.06,,4.454,
"1975-09-17",,,,8.81,298.33,,4.484,
"1975-09-18",,,,8.81,300.48,,4.494,
"1975-09-19",,,,8.93,301.57,,4.494,
"1975-09-22",,,,8.93,302.94,,4.517,
"1975-09-23",,,,8.93,303.31,,4.548,
"1975-09-24",,,,8.93,303.12,,4.527,
"1975-09-25",,,,8.93,302.66,,4.484,
"1975-09-26",,,,8.94,301.75,,4.517,
"1975-09-29",,,,8.94,303.21,,4.525,
"1975-09-30",,,,8.94,302.85,,4.498,
"1975-10-01",,,,8.94,302.57,,4.444,
"1975-10-02",,,,8.94,302.66,,4.452,
"1975-10-03",,,,8.97,303.03,,4.482,
"1975-10-06",,,,8.97,303.12,,4.45,
"1975-10-07",,,,8.97,302.94,,4.433,
"1975-10-08",,,,8.97,303.12,,4.441,
"1975-10-09",,,,8.97,303.03,,4.419,
"1975-10-10",,,,8.89,302.94,,4.376,
"1975-10-14",,,,8.89,302.66,,4.419,
"1975-10-15",,,,8.89,302.94,,4.376,
"1975-10-16",,,,8.89,302.94,,4.363,
"1975-10-17",,,,8.89,302.76,,4.38,
"1975-10-20",,,,8.89,302.48,,4.365,
"1975-10-21",,,,8.89,301.11,,4.361,
"1975-10-22",,,,8.89,301.57,,4.354,
"1975-10-23",,,,8.89,301.84,,4.359,
"1975-10-24",,,,8.85,301.66,,4.361,
"1975-10-27",,,,8.85,301.57,,4.363,
"1975-10-28",,,,8.85,301.48,,4.369,
"1975-10-29",,,,8.85,301.57,,4.367,
"1975-10-30",,,,8.73,301.66,,4.352,
"1975-10-31",,,,8.81,301.75,,4.346,
"1975-11-03",,,,8.81,301.75,,4.34,
"1975-11-05",,,,8.81,301.84,,4.375,
"1975-11-06",,,,8.81,301.75,,4.361,
"1975-11-07",,,,8.81,301.75,,4.361,
"1975-11-10",,,,8.81,302.3,,4.363,
"1975-11-12",,,,8.81,301.93,,4.367,
"1975-11-13",,,,8.81,302.21,,4.367,
"1975-11-14",,,,8.93,302.57,,4.409,
"1975-11-17",,,,8.93,302.66,,4.435,
"1975-11-18",,,,8.93,302.94,,4.415,
"1975-11-19",,,,8.93,303.12,,4.415,
"1975-11-20",,,,8.93,302.94,,4.39,
"1975-11-21",,,,8.97,303.12,,4.4,
"1975-11-24",,,,8.97,302.94,,4.398,
"1975-11-25",,,,8.97,303.12,,4.39,
"1975-11-26",,,,8.97,303.21,,4.396,
"1975-11-28",,,,9.09,303.12,,4.423,
"1975-12-01",,,,9.09,304.41,,4.407,
"1975-12-02",,,,9.09,304.41,,4.403,
"1975-12-03",,,,9.09,305.06,,4.407,
"1975-12-04",,,,9.09,304.97,,4.407,
"1975-12-05",,,,8.93,306.75,,4.413,
"1975-12-08",,,,8.93,306.84,,4.411,
"1975-12-09",,,,8.93,306.19,,4.417,
"1975-12-10",,,,8.93,306.09,,4.413,
"1975-12-11",,,,8.93,305.9,,4.417,
"1975-12-12",,,,8.97,305.9,,4.417,
"1975-12-15",,,,8.97,306,,4.425,
"1975-12-16",,,,8.97,305.53,,4.421,
"1975-12-17",,,,8.97,305.62,,4.411,
"1975-12-18",,,,8.97,305.62,,4.409,
"1975-12-19",,,,8.97,306.09,,4.409,
"1975-12-22",,,,8.97,306.09,,4.407,
"1975-12-23",,,,8.97,306,,4.398,
"1975-12-24",,,,8.97,305.9,,4.398,
"1975-12-26",,,,8.97,305.9,,4.4,
"1975-12-29",,,,8.97,305.25,,4.394,
"1975-12-30",,,,8.97,305.06,,4.4,
"1975-12-31",,,,8.97,305.16,,4.396,
"1976-01-02",,,,8.97,305.06,,4.401,
"1976-01-05",,,,8.97,305.16,,4.369,
"1976-01-06",,,,8.97,305.06,,4.382,
"1976-01-07",,,,8.97,305.25,,4.359,
"1976-01-08",,,,8.97,305.62,,4.363,
"1976-01-09",,,,8.93,306,,4.38,
"1976-01-12",,,,8.93,305.16,,4.382,
"1976-01-13",,,,8.93,305.25,,4.396,
"1976-01-14",,,,8.93,305.34,,4.384,
"1976-01-15",,,,8.91,305.25,,4.382,
"1976-01-16",,,,8.93,305.25,,4.378,
"1976-01-19",,,,8.93,304.14,,4.378,
"1976-01-20",,,,8.93,303.86,,4.38,
"1976-01-21",,,,8.93,304.41,,4.388,
"1976-01-22",,,,8.93,304.14,,4.376,
"1976-01-23",,,,8.97,304.04,,4.378,
"1976-01-26",,,,8.97,303.77,,4.375,
"1976-01-27",,,,8.97,303.67,,4.38,
"1976-01-28",,,,8.97,303.58,,4.382,
"1976-01-29",,,,8.97,303.67,,4.386,
"1976-01-30",,,,8.91,303.67,,4.378,
"1976-02-02",,,,8.91,303.21,,4.357,
"1976-02-03",,,,8.91,302.76,,4.363,
"1976-02-04",,,,8.91,300.57,,4.361,
"1976-02-05",,,,8.91,300.57,,4.371,
"1976-02-06",,,,8.93,301.39,,4.373,
"1976-02-09",,,,8.93,300.75,,4.371,
"1976-02-10",,,,8.93,300.66,,4.373,
"1976-02-11",,,,8.93,300.12,,4.363,
"1976-02-13",,,,8.94,300.75,,4.386,
"1976-02-17",,,,8.94,301.57,,4.38,
"1976-02-18",,,,8.94,301.66,,4.378,
"1976-02-19",,,,8.94,301.75,,4.378,
"1976-02-20",,,,8.97,302.11,,4.384,
"1976-02-23",,,,8.97,302.57,,4.378,
"1976-02-24",,,,8.97,302.02,,4.376,
"1976-02-25",,,,8.97,302.02,,4.378,
"1976-02-26",,,,8.97,302.11,,4.382,
"1976-02-27",,,,8.93,302.11,,4.386,
"1976-03-01",,,,8.93,301.66,,4.4,
"1976-03-02",,,,8.93,301.66,,4.4,
"1976-03-03",,,,8.93,301.57,,4.396,
"1976-03-04",,,,8.93,301.66,,4.405,
"1976-03-05",,,,8.93,301.57,,4.403,
"1976-03-08",,,,9.09,300.75,,4.396,
"1976-03-09",,,,9.09,301.11,,4.401,
"1976-03-10",,,,9.09,301.3,,4.398,
"1976-03-11",,,,9.09,301.3,,4.409,
"1976-03-12",,,,8.93,300.84,,4.413,
"1976-03-15",,,,8.93,300.66,,4.411,
"1976-03-16",,,,8.93,300.57,,4.411,
"1976-03-17",,,,8.93,299.94,,4.403,
"1976-03-18",,,,8.93,299.94,,4.398,
"1976-03-19",,,,8.93,299.67,,4.4,
"1976-03-22",,,,8.93,299.85,,4.401,
"1976-03-23",,,,8.93,299.76,,4.413,
"1976-03-24",,,,8.93,299.76,,4.411,
"1976-03-25",,,,8.93,299.67,,4.409,
"1976-03-26",,,,8.97,299.58,,4.407,
"1976-03-29",,,,8.97,299.67,,4.411,
"1976-03-30",,,,8.97,299.85,,4.409,
"1976-03-31",,,,8.97,299.58,,4.407,
"1976-04-01",,,,8.97,299.49,,4.398,
"1976-04-02",,,,9.01,299.31,,4.415,
"1976-04-05",,,,9.01,299.31,,4.413,
"1976-04-06",,,,9.01,299.04,,4.409,
"1976-04-07",,,,9.01,298.86,,4.415,
